artifact_id;pdf_name;page_num;numero_inventaire;type;description_texte_long;materiel;periode;dimensions;nom_musee_auction;etat;note;lien_ok
0-آثارنا المنهوبة_23_p024_ffe01bb2;0-آثارنا المنهوبة_23.pdf;24;24;شاهد قبر;شاهد قبر من الحجر الجيري يمثل وجه رجل العينين لوزيتين واألنف قاني ومستقيم والوجة مصقول عليه كتابة بالخط المسند تمثل أسم صاحب الشاهد تعود للقرنين الثالث أو الثاني قبل الميالد وهي ضمن مقتنيات كلفورنيا;حجر جيري;القرن الثالث قبل الميالد إلى القرن الأول الميالدي;"الحجم4.75 بوصة × 8.7 بوصة (ارتفاع 12.1 بوصة × سم22.1 سم) ؛ 9.75 بوصة ارتفاع (24.8 سم)";LiveAuctioneers;;;https://www.liveauctioneers.com/item/73258428_translatedsouth-funerary-stele-limestone-arabian
0-آثارنا المنهوبة_23_p025_0a657650;0-آثارنا المنهوبة_23.pdf;25;25;شاهد قبر;شاهد قبر من الحجر الجيري يمثل وجه رجل العينين لوزيتين بشكل معين وضعت بوسط العينين نقطة تمثل البؤبؤ الأنف قاني ومستقيم والوجه مصقول الجزء الأسفل منه مفقود تعود للألفية الأولى قبل الميالد;حجر جيري;ألفية الأولى قبل الميالد;"6.9 × بوصة 8.75 (بوصة ارتفاع 17.5 × سم 22.2 سم) ؛ 11.25 (بوصة ارتفاع 28.6 سم)";LiveAuctioneers;الجزء الأسفل منه مفقود;وهي ضمن مقتنيات كلفورنيا;https://www.liveauctioneers.com/item/68726542_south-stone-arabian-stele
0-آثارنا المنهوبة_23_p026_748c8649;0-آثارنا المنهوبة_23.pdf;26;26;انية من حجر المرمر;أناء جنائزي مصنوع من الرخام له غطاء مثقوب وكذلك المقبضين الذان على جوانبه وقد أستخدم في حفظ المواد العطرية واللبان المقدم للقرابين يعود ربما للحضارة القتبانية من حوالي القرن الثالث إلى الأول قبل الميالد وهي ضمن مقتنيات مجموعة كاليفورنيا.;مرمر;القرن الثالث قبل الميالد إلى القرن األول الميالدي;5.25 بوصة × 7 بوصة (ارتفاع 13.3 سم × 17.8 سم);LiveAuctioneers;;;https://www.liveauctioneers.com/item/62432104_large-arabian-south-jar-lidded-alabaster-qatabanian
0-آثارنا المنهوبة_23_p027_f4634af2;0-آثارنا المنهوبة_23.pdf;27;27;شاهد قبر;لوح رخامي نحت على شكل ثور مصقول بشكل جيد ونحتت أعين الثور بشكل جانبي كما اهتم النحات بأبراز وقرونه وأنفه كان اللوح يزين جدران المعابد رمزا للمعبودات في ممكلة قتبان ويعود للقرن الأول الميالدي عثر عليه في موقع حيد بن عقيل الواقع بوادي بيحان ضمن أراضي مدينة شبوة القديمة;مرمر;القرن الأول الميالدي، إلى أوائل القرن الأول الميالدي;الارتفاع 17 سم / 6-3/4 بوصة (21 سم بما في ذلك الحامل الحديث)، العرض 9 سم، العمق 5.5 سم;LiveAuctioneers;;;https://www.liveauctioneers.com/item/13735384_28
0-آثارنا المنهوبة_23_p028_e4b77dbc;0-آثارنا المنهوبة_23.pdf;28;28;تمثال ادمي;تمثال من البرونز تمثل شاب رياضي الجسم عاري والشعر على شكل مجعد وعلى التمثال كتابات بالخط المسند غطت الصدر والبطن وهي ضمن معقورات جبل العود بمحافظة إب تعود للقرن الثاني أو الأول الميالدي;برونز;القرن الثاني قبل الميالد- القرن األول الميالدي;;LiveAuctioneers;;;https://www.liveauctioneers.com/item/41859623_greek-hellenistic-arabian-south-with-statuette
0-آثارنا المنهوبة_23_p029_8fba2a61;0-آثارنا المنهوبة_23.pdf;29;29;شاهد قبر;شاهد قبر من الحجر الجيري المصقول تمثل وجه رجل ملتحي له عينان لوزيتان مطعمتان تم إزالة تطعيمها، والأنف مستقيم، وللوجه كتابة في أسفله بالخط المسند تعود لأوائل الفترة من القرن الأول قبل الميالد إلى القرن الثاني الميالدي.;حجر جيري;القرن الثاني قبل الميالد- القرن األول الميالدي;34.5 سم بما في ذلك الحامل (13 3/4 بوصة);LiveAuctioneers;تم إزالة تطعيمها;;https://www.liveauctioneers.com/item/70864654_western-south-asiatic-inscribed-arabian-stele
0-آثارنا المنهوبة_23_p030_d582f908;0-آثارنا المنهوبة_23.pdf;30;30;شاهد قر;شاهد قبر من الحجر الجيري المصقول تمثل وجه رجل ملتحي له عينين لوزيتين مطعمه تم إزالة تطعيمها واألنف مستقيم ومتهشم واألذنان بارزتان وللوجة كتابة في أسفله بالخط المسند تعود ألوائل للفترة من القرن االول قبل الميالد إلى القرن الثاني الميالدي;مرمر;القرن الثاني قبل الميالد- القرن الثاني الميالدي;;LiveAuctioneers;تم إزالة تطعيمها واألنف مستقيم ومتهشم واألذنان بارزتان;"شاهد قبر؛ للوجة كتابة في أسفله بالخط المسند";https://www.liveauctioneers.com/item/44734459_western-south-asiatic-stele-inscribed-arabian
0-آثارنا المنهوبة_23_p031_3ddd866d;0-آثارنا المنهوبة_23.pdf;31;31;تمثال المراءة جالسة;شاهد قبر من الحجر الجيري المصقول تمثل وجه رجل ملتحي له عينين لوزيتين مطعمه تم إزالة تطعيمها والأنف مستقيم ومتهشم والأذنان بارزتان وللوجة كتابة في أسفله بالخط المسند تعود لأوائل للفترة من القرن الأول قبل الميلاد إلى القرن الثاني الميلادي.;حجر جيري;الألف الثاني إلى الأول قبل الميالد;2.7 كجم، 24.5 سم (9 3/4 بوصة);LiveAuctioneers;تم إزالة تطعيمها والأنف مستقيم ومتهشم والأذنان بارزتان;من مجموعة SA، لندن، المملكة المتحدة، التسعينيات.;https://www.liveauctioneers.com/item/114846180_south-seated-arabian-figure-god
0-آثارنا المنهوبة_23_p032_2734196d;0-آثارنا المنهوبة_23.pdf;32;32;نحت لراس رجل;شاهد قبر من الحجر الجير ألمراءة في وضعية جلوس اليدين ممدودتين للخارج و مضمومتين واألرجل ظاهرة الأصابع والوجه مصقول والعينين لوزيتين واالنف مستقيم والشقاة غليظة والشعر منسدل للخلف ومجعد وأسفل الرقبة كرتين بارزتين تمثل الصدر وتعود لفترة القرن الخامس قبل الميالد وهي ضمن مقتنيات مجموعةكالفورنيا;مرمر;حوالي القرن الخامس قبل الميالد;20 × سم10 ، سم6 × سم10 سم;LiveAuctioneers;;;https://www.liveauctioneers.com/item/39599878_ancient-south-a-head-alabaster-arabian
0-آثارنا المنهوبة_23_p033_50d9b647;0-آثارنا المنهوبة_23.pdf;33;33;شاهد;شاهد قبر لرجل مصنوعة من حجر جيري، ملامح الوجه واضحة بأنف بارز غليظ، وعينان غائرتان محزوزه لوزية الشكل مطعمه في البؤبؤ، أما شفتي الفم فقد نُحتتا بشكل شفاة غليظة.;حجر جيري;القرن الثالث قبل الميالد إلى القرن األول الميالدي;"1.5 × بوصة 2.9 (بوصة ارتفاع 3.8 سم) ؛ 4.1 (بوصة ارتفاع 10.4 سم";LiveAuctioneers;;تعود لحوالي القرن الثالث قبل الميالد وتمثل الدولة القتبانية جنوب الجزيرة العربية وهي ضمن مقتينات مجموعة كالفورنيا.;https://www.liveauctioneers.com/item/76882036_south-arabian-head-idol-stone-qatabanian
0-آثارنا المنهوبة_23_p034_739e4656;0-آثارنا المنهوبة_23.pdf;34;34;تميمة على شكل ثور;تمثال من المرمر لحيوان الثور واضح المالمح يقف على قاعدة له قرون كبيرة منحنية الى الخلف قد يكون تميمة ضمن الأثاث الجنائزي يعود الى الألف الأول قبل الميالد ضمن مجموعة الساجل الشرقي للواليات المتحدة;مرمر;أواخر الألفية الأولى قبل الميالد إلى أوائل الألفية الأولى م;3.75 × بوصة طول 2.125 بوصة ارتفاع 9.5 سم × سم 5.4;LiveAuctioneers;;;https://www.liveauctioneers.com/item/82167035_rare-bull-sculpture-alabaster-sabaen
0-آثارنا المنهوبة_23_p035_08523e2f;0-آثارنا المنهوبة_23.pdf;35;35;تمثال لرجل;تمثال من الحجر الجيري يمثل رجل في وضعية وقوف الوجه مصقول واألنف مستقيم والشقاه غليظة يرتدي مئزر إلى وسط ساقة تعود القطعه لفترة القرن الثالث قبل الميالد وهي ضمن مقتينات كالفورنيا;حجر جيري;القرن الثالث قبل الميالد;"7.25 بوصة × 19.625 بوصة (ارتفاع 18.4 بوصة × 49.8 سم) ؛ 21.9 بوصة";LiveAuctioneers;;;https://www.liveauctioneers.com/item/75529387_rare-arabian-south-tall-man-a-statue-of-sandstone
0-آثارنا المنهوبة_23_p036_f38b56f5;0-آثارنا المنهوبة_23.pdf;36;36;تمثال ادمي المراءة;تمثال من الرخام ألمراءه واقفة على قاعدة مستطيلة متكاملة ، ذراعيها ممدوده إلى الأمام جسمها ممتلئ و قصير و الوجه بيضاوي ممتلئ واألنف مستقيم والشفاه غليظه والشعر منسدل للخلف وهي مرتديه لثوب يضهر أصابع رجليها تعود للألف األول قبل الميالد ضمن مقتنيات مجموعة كالفورنيا;مرمر;أواخر الألفية الأولى قبل الميالد إلى أوائل الألفية الأولى;"3.8 × بوصة10.45 (بوصة ارتفاع9.7 × سم26.5 سم) ؛10.65 (بوصة ارتفاع27.1)سم";LiveAuctioneers;;;https://www.liveauctioneers.com/item/62795414_rare-arabian-south-woman-a-figure-of-alabaster
0-آثارنا المنهوبة_23_p037_6911490a;0-آثارنا المنهوبة_23.pdf;37;37;تمثال ادمي;تمثال من الرخام لرجل اصلع يحمل حيوان صغير قد يكون أرنب لتقديمه كقربان والتمثال في وضعية وقوف وللرجل عينان بارزتان لوزيتي الشكل والأنف معقوف نفذ التمثال بشكل دقيق من خلال النحت المصقول والملامح الواضحه للرجل يعود للفترة من القرن الأول إلى القرن الثاني الميلا دي ضمن مقتنيات مجموعة كالفورنيا.;مرمر;القرن الأول إلى القرن الثاني الميلادي;الحجم 3.25 بوصة ارتفاع 8.3 سم;LiveAuctioneers;;;https://www.liveauctioneers.com/item/44128861_extremely-south-rare-figure-alabaster-sabean-arabian
0-آثارنا المنهوبة_23_p038_02aca612;0-آثارنا المنهوبة_23.pdf;38;38;شاهد;شاهد قبر لرجل مصنوعة من الرخام، ملامح الوجه واضحة بأنف بارز غليظ، وعينان غائرتان محفورتان لوزية الشكل مطعمتان في البؤبؤ، أما شفتي الفم فقد نُحتتا بشكل شفاة غليظة، تعود لحوالي الألف الأول قبل الميالد وتمثل الدولة القتبانية جنوب الجزيرة العربية وهي ضمن مقتنيات مجموعة كالفورنيا.;مرمر;الألفية الأولى قبل الميالد;"ارتفاع 5 1/2"" واط 7""";LiveAuctioneers;;تمثل الدولة القتبانية جنوب الجزيرة العربية;https://www.liveauctioneers.com/item/13735386_29
0-آثارنا المنهوبة_23_p039_bb7ad38f;0-آثارنا المنهوبة_23.pdf;39;39;شاهد;شاهد قبر من الحجر الجيري المصقول تمثل وجه رجل ملتحي له عينين لوزيتين مطعمه تم إزالة تطعيمها واألنف مستقيم ومتهشم واألذنان بارزتان وللوجة كتابة في أسفله بالخط المسند تعود ألوائل للفترة من القرن االول قبل الميالد إلى القرن الثاني الميالدي;حجر جيري;القرن الثاني قبل الميالد- القرن األول الميالدي;"5 kg، 27.5 cm (10 3/4 "")";LiveAuctioneers;النّف مسقيم ومتهشم، والتطعيمات مُزالة، والأذنان بارزتان;;https://www.liveauctioneers.com/item/70864655_western-south-asiatic-inscribed-arabian-stele
