artifact_id;wb_txt_shrt;wb_txt_lg;looted_text
0-آثارنا المنهوبة_4_p003_16facb8e;Sabaean seated statuette of a woman, calcite-alabaster, dated 600 BCE–100 BCE, with a height of 20.3 cm. The female figure is seated wearing a long dress, with her hands held before her.;"Sabaean seated statuette of a woman, calcite-alabaster, dated 600 BCE–100 BCE, height 20.3 cm. The female figure is seated and wears a long dress; her hands are held before her. The ears and arms are pierced, and the lower arms project horizontally forward at right angles to the upper arms, a gesture described as common in this type of statuary. The object is identified as Sabaean, with the text noting a probable southern provenance and mentioning that similar early examples have been unearthed from Main, while alabaster was widespread in Qataban.";"Statue, marble stone. Woman’s statue depicting a seated female figure on a chair of the same material. The figure is described as clear-cut, with a low-cut garment, thinning form, and cuffed sleeves; the surface is noted as hairy. The object is associated with Barkat House and is recorded as missing. Photo number 6."
0-آثارنا المنهوبة_4_p008_9905cdb4;Plaque, limestone, carved. Place of origin: Yemen. Date of manufacture: 400 BC-100 BC. Dimensions: height 36.2 cm, width 16.51 cm, depth 7.62 cm. Condition: very fine.;Plaque, limestone, carved. Place of origin: Yemen. Period: 15th century and earlier. Date of manufacture: 400 BC-100 BC. Dimensions: height 14.25 in (36.2 cm), width 6.5 in (16.51 cm), depth 3 in (7.62 cm). Condition: very fine.;Tombstone, limestone. Tombstone for a man, carved in limestone, with a face rendered in relief and inscribed with letters arranged in a line across the face. The description mentions a clear face, two eyes, two oval lips, and a high-profile album, with the inscription identified as “Jerry’s Stone.”
0-آثارنا المنهوبة_4_p008_edea912b;Sabean head of a woman in granite, dated 600 BCE–100 BCE, measuring 24.1 x 10.8 cm. The object is an architectural fragment from the ancient kingdom of Saba.;Sabean head of a woman, granite, dated 600 BCE–100 BCE. The object measures 24.1 x 10.8 cm (9 1/2 x 4 1/4 in). It is described as an architectural fragment from a notable public or ceremonial building in the ancient kingdom of Saba, centered in modern-day Yemen. The piece is identified as a striking head and is noted for breaks to the top, side, and base, suggesting an architectural origin. The source states that it may have served as a caryatid for a structure of social importance. The Sabeans are described as being known for stone works, including alabaster and granite, and for a distinctive sculptural style shaped by religious and cultural contacts.;"Statue, granite stone, described as a statue in granite stone with a pale white surface and red state; the source text also mentions cheek, eyes, and a global auction in Britain, but the description is otherwise unclear and fragmentary."
0-آثارنا المنهوبة_4_p009_90e33534;"Relief, alabaster. Sabean alabaster relief of a horned bull, dated 200 BCE–100 CE. Carved from one smooth block of alabaster; dimensions 10.2 x 14 cm (4 1/8 x 5 1/2 in).";Relief, alabaster. Sabean alabaster relief of a horned bull, dated 200 BCE–100 CE. The object is carved from one smooth block of alabaster and is described as a high relief sculpture with bold curves and delicate decoration. It measures 10.2 x 14 cm (4 1/8 x 5 1/2 in).;Sculptural fragment, marble, in the shape of Thor’s head, with a clear-cut form and broken horns. The object is described as part of a polished marble stone.
0-آثارنا المنهوبة 30_p003_2e0f1399;Head, alabaster. South Arabian male head with beard, circa 1st century B.C. The face has hollow eyes, formerly inlaid, incised eyebrows, a straight nose, short hair, and a collar beard.;Head, alabaster. South Arabian art, circa 1st century B.C. Male head with beard, probably intended for funerary or votive use, as symbolic representations of the deceased or the worshipper could take the form of stelae, statuettes, or masks. The sculpture has hollow eyes that were formerly inlaid with various materials, incised eyebrows, a straight nose, short hair, and a collar beard. The object is recorded as 19 cm high.;Human statue, marble, first century B.C.E. Height 19 cm.
0-آثارنا المنهوبة 30_p004_e96b4190;"Female head, stone, South Arabia, late 1st millennium B.C. Type ""Mariam""; oval face with a slight smile, straight nose, hollow almond-shaped eyes, straight neck, and hair falling straight onto the nape behind the ears.";"Female head, stone, South Arabia, late 1st millennium B.C. Type ""Mariam"". The head has an oval face with a slight smile, a straight nose, and hollow almond-shaped eyes. The neck is straight, and the hair falls straight onto the nape behind the ears. The description identifies the object as a female head in stone from South Arabia, dated to the late 1st millennium B.C.";Statue, stone. Human figure known as “Jerry’s Stone,” dated to the first century B.C.E. Height: 23 cm.
0-آثارنا المنهوبة 30_p006_6686f187;Head, alabaster with gold and shell, South Arabian, Sabaean culture, 3rd-2nd century BC. Dimensions: 15.5 x 11.4 x 7.5 cm.;Head, alabaster with gold and shell, from South Arabia. The object is identified as a male head and is attributed to the Sabaean culture, dated to the 3rd-2nd century BC. It measures 15.5 x 11.4 x 7.5 cm. Provenance information in the source mentions Ex Numismatic Ancient Art Gallery AG, Zurich, and Ex Fondation Rassla, Switzerland, in the 1970s.;Human statue, marble, 3rd–2nd century B.C.E. Altitude 15.5 cm, width 11.4 cm, depth 7.5 cm.
0-آثارنا المنهوبة 30_p007_f4603e0c;Object, material not specified. Size: 3 in. W x 6.9 in. H (7.6 cm x 17.5 cm).;Object, material not specified. The source provides only the dimensions, measuring 3 in. wide by 6.9 in. high (7.6 cm x 17.5 cm). No further information is given regarding typology, technique, date, provenance, or material.;Human statue, stone, 17.5 cm high and 7.6 cm wide. Dated to 300 B.C.E.–100 C.E.
0-آثارنا المنهوبة 30_p008_6098ac5e;Statuette, limestone, seated female figure, from the southern Arabian Peninsula, ca. [date not stated].;Statuette, limestone, depicting a seated female figure. The object is identified as coming from the southern Arabian Peninsula and is dated ca. [date not stated in the source]. No further technical, dimensional, or contextual information is provided in the source text.;Human statue, stone, 19.5 cm high. Dated to the 3rd century B.M.I. Provenance note: recorded as the property of an altar and primitive art dealer at Christie's House, London, sold 25 February 1975, lot 172. Condition noted as good.
0-آثارنا المنهوبة 30_p009_8f0c48a1;Figure, limestone. South Arabian seated figure, depicted seated and carved in limestone, dated circa 1st century B.C. The figure is 18½ in (47 cm) high.;Figure, limestone. South Arabian seated figure carved in limestone, dated circa 1st century B.C. The object is described as a seated figure, with the preserved height given as 18½ in (47 cm). No further technical or contextual details are provided in the source text beyond the object type, material, cultural attribution, and date.;Human statue, stone. Jerry’s Stone, dated to the first century B.C.E. Height 47 cm.
0-آثارنا المنهوبة 30_p010_82b6e20a;Standing male figure, alabaster (calcite), ca. late 1st millennium BCE. Funerary or votive object carved in a fully frontal pose, with a long plain garment and a base inscribed with the name Sadiqim Ma'ad.;"Standing male figure, alabaster (calcite), ca. late 1st millennium BCE. This funerary or votive object was intended for placement in a tomb or temple. The figure stands frontally and wears a long, plain garment reaching almost to the ankles. It is carved in one piece with a base that bears the name of the individual and his clan, Sadiqim Ma'ad. The eyes and eyebrows are carved to receive inlays, now missing. The arms are bent at the elbows and extend outward at right angles to the body; one hand is clenched in a fist and pierced vertically to hold an object, perhaps a scepter, now lost, while the other hand is open. The undersurface of the base and the top and back of the head are roughly carved, consistent with statues that were set in niches and left unfinished on non-visible surfaces. The ears are placed high on the head, and the aquiline nose, small mouth, and fully frontal pose are characteristic of human images made in southwestern Arabia.";Human statue, marble, Late 2000 B.C.E. Height 37.6 cm, width 11.5 cm, depth 10.7 cm.
