0-آثارنا المنهوبة_26_p008_eb69dd56;A printed Hebrew book.;An Hebrew book, a printed coil with a cardboard envelope, cheated with a red cloth with 344 pages.;Paper.;;Longitude: 20 cm;;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p008_6cd993d3;A printed Hebrew book.;An Hebrew book printed in leather coils built 464 pages.;Paper.;;Longitude: 21.5 cm;;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p009_b472db7b;;A printed Hebrew book.;The Hebrew book is printed with a decorated leather coil with 470 pages.;Paper.;;22.5 cm long, 14.5 cm wide;Missing from the Ta'izz National Museum.;Good.;Source: Imam &apos;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p009_6fe87e19;;A printed Hebrew book.;A 406-page Hebrew book with a small leather envelope.;Paper.;;14.5 cm long, 10 cm wide;Missing from the Ta'izz National Museum.;Good.;Source: Imam &apos;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p009_10318bb2;;Hebrew book.;A little printed Hebrew book with a cartoon galaxy, covered in black leather, 68 pages.;Paper.;;Longitude 21.5 cm, width 13.5 cm;Missing from the Ta'izz National Museum.;Good.;Source: Imam &apos;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p009_0926ddb8;;Hebrew book.;An Hebrew book printed in a cardboard envelope is cheated by a 682-page cloth.;Paper.;;The length is 20 cm, the width is 12.7 cm.;Missing from the Ta'izz National Museum.;Good.;Source: Imam &apos;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p010_a052c75e;A printed Hebrew book.;An Hebrew book printed in a corrosive cartoon, 554 pages.;Paper.;;Longitude: 20.4 cm;;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p010_ed91a19c;A Hebrew book, a manuscript.;A Hebrew book with a leather coil with an geometric decorator, 290 pages.;Paper.;;Longitude: 22.5 cm;;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p010_a8bdc6b5;A manuscript copy.;Booklets in Hebrew, rectangular (half-paper) with no leather cover, 53 pages, 206 pages, of which 2 blank pages, with different pages (23-28) long line 4.5 cm.;Paper;;Longitude: 16.5 cm;;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p010_ec6cc67b;A printed Hebrew book.;An Hebrew book printed with no cover, 224 pages.;Paper.;;Longitude: 16.5 cm;;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p011_cfe25ef1;;Printed Hebrew brochure;Handbook in Hebrew, No Golf, 86 pages.;Paper.;;Longitude: 22 cm;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p011_4b413908;أثرت فيه الرطوبة;;;A little manuscript on the Hebrew line.;A small manuscript with a non-glassed Hebrew line, the last pages of which are different from the rest of the pages, 122 papers, and the third paper is written only one face, so the total number of pages is 243.;Paper.;;Longitude: 16 cm;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p011_ade75f80;;A printed Hebrew book.;An Hebrew book printed without a golf, 450 pages.;Paper.;;Longitude: 15 cm;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p011_005ccdaa;;A printed Hebrew book.;An Hebrew book printed without a golf, 112 pages.;Paper.;;Longitude: 20 cm;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p011_5c6d2d8f;Hebrew manuscript;The accompanying text states that the third paper is written with only one face, so the total number of pages is 243.;Paper.;;;The imam's palace.;Paper.;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p012_d9dbd52c;Print brochure;A 20-page brochure from a Hebrew manuscript without a glove.;Paper.;;Longitude: 17 cm;;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p012_a036cc34;Print brochure;42-page brochure printed in Hebrew without Golf;Paper.;;Longitude: 20.5 cm;;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p012_f4d5b92f;A printed Hebrew booklet.;A 54-page Hebrew brochure printed in a papergill.;Paper.;;Longitude: 21.7 cm;;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p012_ffa53334;Printed manuscript;A 28-page brochure written in Hebrew with no gloves;Paper.;;Longitude: 17.6 cm;;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p013_a687ef4a;Hebrew book.;A 90-page Hebrew book printed without a glove.;Paper.;;Longitude: 18.8 cm;;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p013_a81bf6b6;Hebrew booklet;A printed Hebrew booklet with 242 pages;Paper.;;Longitude: 12 cm;;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p013_dccddf66;It's written in Hebrew.;It is written in Hebrew, with a volume of 80 papers and two non-written papers and 160 pages.;Paper.;;Longitude: 24 cm;;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p013_000d4ae2;Hebrew booklet;A 60-page Hebrew booklet printed without a glove.;Paper.;;Longitude: 16.5 cm;;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p014_a5216144;A printed Hebrew book.;A 434-page Hebrew book printed in a balcony of brown leather.;Paper.;;Longitude: 18.5 cm;;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p014_20bd2ff6;A printed Hebrew book.;A 60-page Hebrew booklet.;Paper.;;Longitude: 17.5 cm;;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p014_46baded0;Hebrew manuscript;"A Hebrew-line manuscript, ""half-paper"" rectangular volume with one and another envelope, missing as a result of length of use, 181 pages and 362 pages.";Paper.;;Longitude: 25.5 cm;;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p014_e3649b25;;"الطول: 31 سم؛ العرض: 21.5 سم";قصر الإمام;أثرت فيه الأرضة والرطوبة;;;Hebrew manuscript;A Hebrew manuscript without a leather cover, a paper breaker, a large, 32-line page, 15 centimeter length, 214 paper number, and the last piece of paper is cut, so it has 428 pages.;Paper.;;Longitude: 31 cm;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p015_347dde14;;Hebrew book.;A small print, rectangular with a cortical coil, originally covered in red cloth, has a page number of 418 pages.;Paper.;;length 66 cm;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p015_80aa3513;"الطول 25.3 سم؛ العرض 18 سم";قصر الإمام;أثرت فيه الأرضة;;;Hebrew manuscript;Volume in Hebrew, pages varied in number of lines: 22 and 23 and 24, 25 and 26 lines, first page, volume with two leather ligatures up and down, and 118 leaves, influenced by floor.;Paper.;;Longitude 25.3 cm;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p015_7d5372f6;;A printed Hebrew book.;An Hebrew book printed in a cardboard cover, covered when originating in white cloth, has 344 pages.;Paper.;;The length is 20 cm;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p015_53f4d468;;A printed Hebrew book.;An Hebrew book printed with a brown cardboard envelope, 354 pages.;Paper.;;Longitude 20.7 cm;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p016_ee8ab8c2;;Hebrew book.;An Hebrew book printed in a red cardboard folder, 152 pages.;Paper.;;Longitude 19.5 cm;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p016_704d7b6d;;Hebrew book.;A printed Hebrew book with a volume, 160 pages.;Paper.;;21 cm long;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p016_9949f4ad;;Hebrew book.;A Hebrew book printed in a small volume, 512 pages.;Paper.;;12.5 cm long;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p016_9a322d64;;Hebrew book.;An Hebrew book printed with a brown leather volume, numbering 392 pages.;Paper.;;Longitude 17.5 cm;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p017_1a50a1a8;;Hebrew book.;An Hebrew book printed in a colourful folder (corton covered with skin), 366 pages.;Paper.;Print;Longitude: 18.5 cm;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p017_e121e6d4;;Hebrew book.;An Hebrew book with a printed folder with a cardboard, with 284 pages.;Paper.;Print;Longitude: 18 cm;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p017_2c2dbe88;;Hebrew book.;A Hebrew book printed in a volume of 808 pages in a palette.;Paper.;Print;Longitude: 17 cm;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p017_da083da2;;Hebrew book.;An Hebrew book printed in a colorful folder, 512 pages.;Paper.;Print;Longitude: 17.5 cm;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p018_00fe185a;مفكك;عدد اوراقه واحد وسبعين ورقة.;;Hebrew manuscript;Middle-sized Hebrew manuscript, paper screwdriver folder due to the laceration of the thread for frequent use, with some of his sheets in Hebrew line, and seventy-one of his papers.;Paper.;;Longitude: 29 cm;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p018_96236d4f;;A printed Hebrew book.;An Hebrew book printed in a brown collage, 434 pages.;Paper.;;Longitude: 22 cm;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p018_dbf29321;;A printed Hebrew book.;The Hebrew book is printed in a volume, with 258 pages.;Paper.;;Longitude: 19 cm;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p018_80cc8e04;;A printed Hebrew book.;An Hebrew printed book, small volume, 446 pages.;Paper.;;Longitude: 15 cm;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p019_093e177f;Hebrew book.;A 392-page Hebrew book printed in a red cartoon.;Paper.;;Longitude: 18.5 cm;;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p019_83dac857;;;Hebrew manuscript;A Hebrew manuscript with 215 papers and 430 pages, a different number of lines, two non-written papers followed by pages of the manuscript.;Paper.;;Longitude: 17 cm;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p019_fb1827b1;Hebrew manuscript;A small brochure is an Hebrew manuscript without a glove, wrapped in a black line and broken in the middle with a standard 13 pages and 26 pages.;Paper.;;Longitude: 18.4 cm;;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p019_0a418913;;Hebrew manuscript;A small brochure for a non-galve Hebrew manuscript with table drawings on the last pages, 32 papers and 64 pages.;Paper.;;Longitude: 16.5 cm;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p019_81d6cbfc;;Hebrew manuscript;A small brochure for a non-galve Hebrew manuscript with table drawings on the last pages, 32 papers and 64 pages.;Paper.;;Longitude: 16.5 cm;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p020_649fc299;متحف تعز الوطني;مفكك;أصل الغلاف ملبس بقماش أزرق. المصدر: قصر الإمام.;;Hebrew manuscript;A small Hebrew manuscript with a cardboard envelope, his papers are cracked, especially in the middle, the edges are broken, the page number is 96 pages equal to 48, and his lines are different.;Paper.;;Longitude: 12 cm;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p020_5e66d1a0;قصر الإمام;;;Hebrew manuscript;A small brochure is a Hebrew manuscript, its lines are irregular and its leaves show dark spots affected by moisture, 15 sheets and 30 pages, with different pages.;Paper.;;Longitude: 18 cm;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p020_3f3f6779;A Hebrew roll.;"A ""float"" of skin with Hebrew scripts consisting of 23 pages divided into three pieces as a result of the laceration of the thread, the first pages consisting of 20 lines and white colours, the rest of the pages consisting of 19 lines, and the last piece is fixed on a stick.";Leather.;;Longitude: 2.40 m;;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p020_79995857;مفكك الأوراق;أصل الغلاف من الكرتون المقوى مغشا بقماش. المصدر: قصر الإمام.;;Hebrew manuscript;A small Hebrew manuscript, paper screwdriver folder, some pages written in a line different from the baseline of the manuscript, 164 pages and 328 pages, the cover of the cardboard is covered in fabric.;Paper.;;Longitude: 17.5 cm;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p021_775f7c00;عدد أوراقه 125 روقة بما يساوي 250 صفحة.;;Hebrew manuscript;An Hebrew manuscript, a folder that characterizes the manuscript, contains geometric drawings (circulatory and cylindrical forms) in the red pen.;Paper, leather.;;Longitude: 21 cm;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p021_3f4830a7;Pamphlets;A little brochure, a Hebrew manuscript, wrapped in a cardboard, one of my casings is missing, and it's damp, and there's a page to obliterate the line from it.;Paper.;;Longitude: 18.5 cm;;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p021_af9a1c39;Hebrew manuscript;A Hebrew manuscript. His paper folder's jammed.;Paper.;;Longitude: 21.5 cm;;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p021_2ab031dc;Pamphlets;A small brochure of a Hebrew manuscript, wrapped in English papers, characterised by the decorative of its lines, the decorative of some addresses, and the placing of colored lines underneath it.;Paper.;;Longitude: 18.5 cm;;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p022_ae948e7f;;Pamphlets;A brochure written in Hebrew by the Hebrew line without a leather casing and a filamented thread, marked by the decoration of its lines and on some pages by colored plant drawings.;Paper.;Hebrew.;Longitude: 22 cm;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p022_b4af1c04; عدد صفحاته 82 صفحة; أسطر صفحاته متفاوتة العدد (27-20).;;A manuscript copy.;A little copy written in Hebrew without a leather casing wrapped in a white thread, affected his wet leaves and seemed incomplete.;Paper.;Hebrew.;Longitude: 17.5 cm;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p022_9cade44a;عدد أوراقه 22 ورقة فيكون عدد صفحاته 44 صفحة; عدد سطور صفحاته متفاوتة. الطول السطر: 8.8 سم.;;A manuscript copy.;A small copy, written in Hebrew, without a casing wrapped in a black thread, affected his leaves and wet pages, the last page of which is stuffed from the bottom and top of the lines in a small line.;Paper.;Hebrew.;Longitude: 17.6 cm;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p022_3eb416d4;عدد الأسطر 37 سطر.;;Hebrew manuscript folder;An Hebrew manuscript with a volume of 6 papers and a page number of seven pages written, notes that the one face of the paper is divided into two sections (two columns), which is affected by moisture.;Paper.;Hebrew.;Longitude: 26.1 cm;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p023_5dbba9a5;مفكك الأوراق;;;Hebrew manuscript;A Hebrew manuscript with a cardboard envelope, with 127 papers, with 254 pages.;Paper.;;Longitude: 21 cm, width: 15 cm;The imam's palace.;The screwdriver.;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_26_p023_c5b3c178;الطول: 31 سم; العرض: 21 سم;قصر الإمام;جيدة;;;Arabic manuscript;"A written book entitled ""The Good and Aloa Nis, the Shafi Reformer,"" by the author, Judge Abi Faraj Mafei bin Zakaria Al-Hurwani Al-Jaziri, 1081 copies of Ramadan with a beautiful dot line, with the poor line to Kerem Hilla and His forgiveness, Yahia bin Mehdi bin Mohammed Al-Mah Al-Afallah, in a volume with coloured vegetarian decorations, the number of pages of the entire manuscript is approximately 568 pages, and the number of papers in the manuscript is 272.";Paper.;1081 H.;Longitude: 31 cm, width: 21 cm;The imam's palace.;Good.;;;;;;;;;;;;
